,No,Id,Type,Secteur,Largeur,Hauteur,Soudure,Peinture,Finition,Setup,Finition_Long,Palette
589,C-3312-2330-A112,2330,Plafond,7,43.0,63.75,50,1.9675925925925928,10,0,0,95
588,C-3312-2330-A1,2330,Mur,7,43.0,63.75,20,1.9675925925925928,5,0,0,94
591,C-3312-2331-A112,2331,Plafond,7,43.0,63.75,50,1.9675925925925928,10,0,0,95
590,C-3312-2331-A1,2331,Mur,7,43.0,63.75,20,1.9675925925925928,5,0,0,96
592,C-3312-2332-A112,2332,Plafond,7,43.0,63.75,60,1.9675925925925928,25,0,1,95
594,C-3312-2333-A112,2333,Plafond,7,43.0,63.75,50,1.9675925925925928,10,0,0,95
593,C-3312-2333-A1,2333,Mur,7,43.0,63.75,20,1.9675925925925928,5,0,0,96
632,C-3312-2334-A1,2334,Mur,8,26.68125,115.75,20,3.572530864197531,5,0,0,96
633,C-3312-2334-A112,2334,Plafond,8,26.8125,115.75,20,3.572530864197531,5,0,0,95
634,C-3312-2335-A1,2335,Mur,8,43.0,115.75,20,3.572530864197531,5,0,0,96
635,C-3312-2335-A112,2335,Plafond,8,43.0,115.75,50,3.572530864197531,10,0,0,95
636,C-3312-2336-A112,2336,Plafond,8,43.0,115.75,60,3.572530864197531,25,0,1,97
637,C-3312-2337-A1,2337,Mur,8,43.0,115.75,20,3.572530864197531,5,0,0,96
638,C-3312-2337-A112,2337,Plafond,8,43.0,115.75,50,3.572530864197531,10,0,0,97
639,C-3312-2338-A112,2338,Plafond,8,43.0,115.75,60,3.572530864197531,25,0,1,97
640,C-3312-2339-A1,2339,Mur,8,43.0,115.75,25,3.572530864197531,5,0,0,96
641,C-3312-2339-A112,2339,Plafond,8,43.0,115.75,50,3.572530864197531,10,0,0,97
642,C-3312-2340-A112,2340,Plafond,8,43.0,115.75,60,3.572530864197531,25,0,1,97
643,C-3312-2341-A1,2341,Mur,8,34.125,115.75,20,3.572530864197531,5,0,0,96
644,C-3312-2341-A112,2341,Plafond,8,34.125,115.75,50,3.572530864197531,10,0,0,97
645,C-3312-2342-A112,2342,Plafond,8,34.125,115.75,60,3.572530864197531,25,0,1,97
647,C-3312-2343-A112,2343,Plafond,8,47.4375,115.75,50,3.572530864197531,10,0,0,98
646,C-3312-2343-A1,2343,Mur,8,47.4375,115.75,20,3.572530864197531,5,0,0,99
648,C-3312-2344-A112,2344,Plafond,8,47.4375,115.75,60,3.572530864197531,25,0,1,98
650,C-3312-2345-A112,2345,Plafond,8,34.125,115.75,50,3.572530864197531,10,0,0,98
649,C-3312-2345-A1,2345,Mur,8,34.125,115.75,20,3.572530864197531,5,0,0,99
651,C-3312-2346-A1,2346,Mur,8,43.0,87.25,20,2.6929012345679015,5,0,0,99
652,C-3312-2346-A112,2346,Plafond,8,43.0,87.25,50,2.6929012345679015,10,0,0,98
653,C-3312-2347-A112,2347,Plafond,8,43.0,87.25,60,2.6929012345679015,25,0,1,98
655,C-3312-2348-A112,2348,Plafond,8,43.0,87.25,50,2.6929012345679015,10,0,0,98
654,C-3312-2348-A1,2348,Mur,8,43.0,87.25,20,2.6929012345679015,5,0,0,99
656,C-3312-2349-A112,2349,Plafond,8,43.0,87.25,60,2.6929012345679015,25,0,1,98
658,C-3312-2350-A112,2350,Plafond,8,38.9375,87.25,50,2.6929012345679015,10,0,0,100
657,C-3312-2350-A1,2350,Mur,8,38.9375,87.25,25,2.6929012345679015,5,0,0,99
660,C-3312-2351-A112,2351,Plafond,8,43.0,102.5625,50,3.1655092592592595,10,0,0,100
659,C-3312-2351-A1,2351,Mur,8,43.0,102.5625,20,3.1655092592592595,5,0,0,99
661,C-3312-2352-A112,2352,Plafond,8,43.0,102.5625,60,3.1655092592592595,25,0,1,100
663,C-3312-2353-A112,2353,Plafond,8,43.0,102.5625,50,3.1655092592592595,10,0,0,100
662,C-3312-2353-A1,2353,Mur,8,43.0,102.5625,20,3.1655092592592595,5,0,0,99
664,C-3312-2354-A112,2354,Plafond,8,43.0,102.5625,60,3.1655092592592595,25,0,1,100
665,C-3312-2355-A1,2355,Mur,8,38.9375,102.5625,25,3.1655092592592595,5,0,0,101
666,C-3312-2355-A112,2355,Plafond,8,38.9375,102.5625,50,3.1655092592592595,10,0,0,100
667,C-3312-2356-A112,2356,Plafond,8,43.0,90.5625,60,2.795138888888889,25,0,1,100
668,C-3312-2357-A1,2357,Mur,8,43.0,90.5625,20,2.795138888888889,5,0,0,101
669,C-3312-2357-A112,2357,Plafond,8,43.0,90.5625,50,2.795138888888889,10,0,0,102
670,C-3312-2358-A112,2358,Plafond,8,43.0,90.5625,60,2.795138888888889,25,0,1,102
671,C-3312-2359-A1,2359,Mur,8,30.125,90.5625,20,2.795138888888889,5,0,0,101
672,C-3312-2359-A112,2359,Plafond,8,30.125,90.5625,50,2.795138888888889,10,0,0,102
673,C-3312-2360-A112,2360,Plafond,8,43.0,96.75,60,2.986111111111111,25,0,1,102
674,C-3312-2361-A1,2361,Mur,8,43.0,96.75,20,2.986111111111111,5,0,0,101
675,C-3312-2361-A112,2361,Plafond,8,43.0,96.75,50,2.986111111111111,10,0,0,102
676,C-3312-2362-A112,2362,Plafond,8,43.0,96.75,60,2.986111111111111,25,0,1,102
677,C-3312-2363-A1,2363,Mur,8,30.125,96.75,20,2.986111111111111,5,0,0,101
678,C-3312-2363-A112,2363,Plafond,8,30.125,96.75,50,2.986111111111111,10,0,0,102
679,C-3312-2364-A1,2364,Mur,8,24.4375,123.4375,20,3.8097993827160495,5,0,0,101
680,C-3312-2364-A112,2364,Plafond,8,24.4375,123.4375,20,3.8097993827160495,5,0,0,103
681,C-3312-2365-A1,2365,Mur,8,43.0,123.4375,25,3.8097993827160495,5,0,0,101
682,C-3312-2365-A112,2365,Plafond,8,43.0,123.4375,50,3.8097993827160495,10,0,0,103
683,C-3312-2366-A112,2366,Plafond,8,43.0,113.0,60,3.4876543209876543,25,0,1,103
684,C-3312-2367-A1,2367,Mur,8,43.0,113.0,20,3.4876543209876543,5,0,0,104
685,C-3312-2367-A112,2367,Plafond,8,43.0,113.0,50,3.4876543209876543,10,0,0,103
687,C-3312-2368-A112,2368,Plafond,8,43.0,113.0,50,3.4876543209876543,10,0,0,103
686,C-3312-2368-A1,2368,Mur,8,43.0,113.0,20,3.4876543209876543,5,0,0,104
700,C-3312-2369-A112,2369,Plafond,9,43.0,113.0,50,3.4876543209876543,10,0,0,103
701,C-3312-2370-A112,2370,Plafond,9,43.0,113.0,60,3.4876543209876543,25,0,1,103
702,C-3312-2371-A112,2371,Plafond,9,43.0,113.0,50,3.4876543209876543,10,0,0,105
703,C-3312-2372-A112,2372,Plafond,9,43.0,113.0,50,3.4876543209876543,10,0,0,105
704,C-3312-2373-A112,2373,Plafond,9,43.0,113.0,50,3.4876543209876543,10,0,0,105
754,C-3312-2374-A112,2374,Plafond,10,43.0,113.0,60,3.4876543209876543,25,0,1,105
755,C-3312-2375-A112,2375,Plafond,10,43.0,113.0,50,3.4876543209876543,10,0,0,105
756,C-3312-2376-A112,2376,Plafond,10,43.0,113.0,50,3.4876543209876543,10,0,0,105
757,C-3312-2377-A112,2377,Plafond,10,43.0,113.0,50,3.4876543209876543,10,0,0,105
758,C-3312-2378-A112,2378,Plafond,10,43.0,113.0,60,3.4876543209876543,25,0,1,106
759,C-3312-2379-A112,2379,Plafond,10,43.0,113.0,50,3.4876543209876543,10,0,0,106
760,C-3312-2380-A112,2380,Plafond,10,43.0,113.0,50,3.4876543209876543,10,0,0,106
705,C-3312-2381-A1,2381,Mur,9,43.0,116.25,20,3.5879629629629632,5,0,0,104
706,C-3312-2381-A112,2381,Plafond,9,43.0,116.25,50,3.5879629629629632,10,0,0,106
707,C-3312-2382-A112,2382,Plafond,9,43.0,116.25,60,3.5879629629629632,25,0,1,106
708,C-3312-2383-A1,2383,Mur,9,43.0,116.25,20,3.5879629629629632,5,0,0,104
709,C-3312-2383-A112,2383,Plafond,9,43.0,116.25,50,3.5879629629629632,10,0,0,106
710,C-3312-2384-A112,2384,Plafond,9,43.0,116.25,60,3.5879629629629632,25,0,1,106
711,C-3312-2385-A1,2385,Mur,9,29.25,116.25,20,3.5879629629629632,5,0,0,104
712,C-3312-2385-A112,2385,Plafond,9,29.25,116.25,50,3.5879629629629632,10,0,0,107
713,C-3312-2386-A1,2386,Mur,9,43.0,139.5625,20,4.307484567901235,5,0,0,104
714,C-3312-2386-A112,2386,Plafond,9,43.0,139.5625,50,4.307484567901235,10,0,0,107
715,C-3312-2387-A112,2387,Plafond,9,43.0,139.5625,60,4.307484567901235,25,0,1,107
716,C-3312-2388-A1,2388,Mur,9,43.0,139.5625,25,4.307484567901235,5,0,0,104
717,C-3312-2388-A112,2388,Plafond,9,43.0,139.5625,50,4.307484567901235,10,0,0,107
718,C-3312-2389-A112,2389,Plafond,9,43.0,88.0625,60,2.7179783950617287,25,0,1,107
719,C-3312-2390-A1,2390,Mur,9,29.25,88.0625,25,2.7179783950617287,5,0,0,108
720,C-3312-2390-A112,2390,Plafond,9,29.25,88.0625,50,2.7179783950617287,10,0,0,107
721,C-3312-2391-A1,2391,Mur,9,43.0,106.25,25,3.2793209876543212,5,0,0,108
722,C-3312-2391-A112,2391,Plafond,9,43.0,106.25,50,3.2793209876543212,10,0,0,107
723,C-3312-2392-A112,2392,Plafond,9,43.0,106.25,60,3.2793209876543212,25,0,1,109
724,C-3312-2393-A1,2393,Mur,9,12.6875,106.25,20,3.2793209876543212,5,0,0,108
725,C-3312-2393-A112,2393,Plafond,9,12.6875,106.25,20,3.2793209876543212,5,0,0,109
726,C-3312-2394-A112,2394,Plafond,9,33.1875,75.25,60,2.322530864197531,25,0,1,109
727,C-3312-2395-A112,2395,Plafond,9,33.1875,75.25,50,2.322530864197531,10,0,0,109
728,C-3312-2396-A112,2396,Plafond,9,33.1875,75.25,60,2.322530864197531,25,0,1,109
729,C-3312-2397-A112,2397,Plafond,9,33.1875,82.0,60,2.5308641975308643,25,0,1,109
731,C-3312-2398-A112,2398,Plafond,9,33.1875,82.0,50,2.5308641975308643,10,0,0,109
730,C-3312-2398-A1,2398,Mur,9,33.1875,82.0,20,2.5308641975308643,5,0,0,108
732,C-3312-2399-A112,2399,Plafond,9,33.1875,82.0,60,2.5308641975308643,25,0,1,110
762,C-3312-2400-A112,2400,Plafond,10,17.5,102.0625,20,3.150077160493827,5,0,0,110
761,C-3312-2400-A1,2400,Mur,10,17.5,102.0625,20,3.150077160493827,5,0,0,108
763,C-3312-2401-A1,2401,Mur,10,43.0,102.0625,20,3.150077160493827,5,0,0,108
764,C-3312-2401-A112,2401,Plafond,10,43.0,102.0625,50,3.150077160493827,10,0,0,110
765,C-3312-2402-A112,2402,Plafond,10,43.0,102.0625,60,3.150077160493827,25,0,1,110
766,C-3312-2403-A1,2403,Mur,10,43.0,102.0625,20,3.150077160493827,5,0,0,108
767,C-3312-2403-A112,2403,Plafond,10,43.0,102.0625,50,3.150077160493827,10,0,0,110
768,C-3312-2404-A112,2404,Plafond,10,43.0,102.0625,60,3.150077160493827,25,0,1,110
769,C-3312-2405-A1,2405,Mur,10,43.0,102.0625,25,3.150077160493827,5,0,0,111
770,C-3312-2405-A112,2405,Plafond,10,43.0,102.0625,50,3.150077160493827,10,0,0,110
771,C-3312-2406-A112,2406,Plafond,10,43.0,102.0625,60,3.150077160493827,25,0,1,112
772,C-3312-2407-A1,2407,Mur,10,43.0,102.0625,20,3.150077160493827,5,0,0,111
773,C-3312-2407-A112,2407,Plafond,10,43.0,102.0625,50,3.150077160493827,10,0,0,112
775,C-3312-2408-A112,2408,Plafond,10,17.5,130.0,20,4.012345679012346,5,0,0,112
774,C-3312-2408-A1,2408,Mur,10,17.5,130.0,20,4.012345679012346,5,0,0,111
776,C-3312-2409-A112,2409,Plafond,10,43.0,130.0,60,4.012345679012346,25,0,1,112
777,C-3312-2410-A1,2410,Mur,10,43.0,130.0,25,4.012345679012346,5,0,0,111
778,C-3312-2410-A112,2410,Plafond,10,43.0,130.0,50,4.012345679012346,10,0,0,112
779,C-3312-2411-A1,2411,Mur,10,43.0,130.0,20,4.012345679012346,5,0,0,111
780,C-3312-2411-A112,2411,Plafond,10,43.0,130.0,50,4.012345679012346,10,0,0,112
781,C-3312-2412-A112,2412,Plafond,10,43.0,130.0,60,4.012345679012346,25,0,1,112
782,C-3312-2413-A1,2413,Mur,10,43.0,111.5,25,3.441358024691358,5,0,0,111
783,C-3312-2413-A112,2413,Plafond,10,43.0,111.5,50,3.441358024691358,10,0,0,113
784,C-3312-2414-A112,2414,Plafond,10,43.0,111.5,60,3.441358024691358,25,0,1,113
785,C-3312-2415-A1,2415,Mur,10,43.0,111.5,20,3.441358024691358,5,0,0,111
786,C-3312-2415-A112,2415,Plafond,10,43.0,111.5,50,3.441358024691358,10,0,0,113
787,C-3312-2416-A1,2416,Mur,10,17.5,130.0,20,4.012345679012346,5,0,0,114
788,C-3312-2416-A112,2416,Plafond,10,17.5,130.0,20,4.012345679012346,5,0,0,113
789,C-3312-2417-A112,2417,Plafond,10,43.0,130.0,60,4.012345679012346,25,0,1,113
790,C-3312-2418-A1,2418,Mur,10,43.0,130.0,20,4.012345679012346,5,0,0,114
791,C-3312-2418-A112,2418,Plafond,10,43.0,130.0,50,4.012345679012346,10,0,0,113
792,C-3312-2419-A112,2419,Plafond,10,43.0,130.0,60,4.012345679012346,25,0,1,113
793,C-3312-2420-A1,2420,Mur,10,30.8125,130.0,20,4.012345679012346,5,0,0,114
794,C-3312-2420-A112,2420,Plafond,10,30.8125,130.0,50,4.012345679012346,10,0,0,115
795,C-3312-2421-A112,2421,Plafond,10,43.0,64.75,60,1.998456790123457,25,0,1,115
796,C-3312-2422-A1,2422,Mur,10,43.0,64.75,20,1.998456790123457,5,0,0,114
797,C-3312-2422-A112,2422,Plafond,10,43.0,64.75,50,1.998456790123457,10,0,0,115
798,C-3312-2423-A112,2423,Plafond,10,43.0,64.75,60,1.998456790123457,25,0,1,115
799,C-3312-2424-A1,2424,Mur,10,22.0,64.75,20,1.998456790123457,5,0,0,114
800,C-3312-2424-A112,2424,Plafond,10,22.0,64.75,20,1.998456790123457,5,0,0,115
801,C-3312-2425-A112,2425,Plafond,10,43.0,71.375,60,2.2029320987654324,25,0,1,115
802,C-3312-2426-A1,2426,Mur,10,43.0,71.375,20,2.2029320987654324,5,0,0,114
803,C-3312-2426-A112,2426,Plafond,10,43.0,71.375,50,2.2029320987654324,10,0,0,115
804,C-3312-2427-A112,2427,Plafond,10,43.0,71.375,60,2.2029320987654324,25,0,1,116
805,C-3312-2428-A1,2428,Mur,10,22.0,71.375,20,2.2029320987654324,5,0,0,114
806,C-3312-2428-A112,2428,Plafond,10,22.0,71.375,20,2.2029320987654324,5,0,0,116
971,C-3312-3001-A1,3001,Mur,13,43.0,120.0,25,3.7037037037037037,5,0,0,117
972,C-3312-3002-A1,3002,Mur,13,28.5,120.0,40,3.7037037037037037,15,0,0,117
973,C-3312-3004-A1,3004,Mur,13,12.0625,120.0,25,3.7037037037037037,5,0,0,117
974,C-3312-3005-A1,3005,Mur,13,43.0,120.0,40,3.7037037037037037,15,0,0,117
975,C-3312-3006-A8,3006,Coin,13,14.0,120.0,45,3.7037037037037037,10,0,0,117
976,C-3312-3008-A1,3008,Mur,13,43.0,120.0,100,3.7037037037037037,55,0,0,117
977,C-3312-3009-A1,3009,Mur,13,43.0,120.0,40,3.7037037037037037,15,0,0,117
978,C-3312-3013-A1,3013,Mur,13,10.5,120.0,25,3.7037037037037037,5,0,0,118
979,C-3312-3015-A1,3015,Mur,13,11.375,120.0,40,3.7037037037037037,15,0,0,118
980,C-3312-3024-A8,3024,Coin,13,33.75,120.0,45,3.7037037037037037,10,0,0,118
981,C-3312-3025-A1,3025,Mur,13,25.0,120.0,25,3.7037037037037037,5,0,0,118
982,C-3312-3026-A1,3026,Mur,13,43.0,120.0,45,3.7037037037037037,10,0,0,118
983,C-3312-3027-A1,3027,Mur,13,43.0,120.0,45,3.7037037037037037,10,0,0,118
984,C-3312-3028-A1,3028,Mur,13,43.0,120.0,25,3.7037037037037037,5,0,0,118
985,C-3312-3029-A1,3029,Mur,13,43.0,120.0,25,3.7037037037037037,5,0,0,119
986,C-3312-3030-A1,3030,Mur,13,43.0,120.0,45,3.7037037037037037,10,0,0,119
807,C-3312-3031-A1,3031,Mur,11,43.0,120.0,25,3.7037037037037037,5,0,0,119
886,C-3312-3035-A1,3035,Mur,12,43.0,120.0,75,3.7037037037037037,30,0,0,119
887,C-3312-3036-A1,3036,Mur,12,43.0,120.0,65,3.7037037037037037,25,0,0,119
888,C-3312-3037-A1,3037,Mur,12,43.0,120.0,40,3.7037037037037037,15,0,0,119
889,C-3312-3038-A1,3038,Mur,12,23.125,120.0,65,3.7037037037037037,25,0,0,119
890,C-3312-3039-A8,3039,Coin,12,33.75,120.0,45,3.7037037037037037,10,0,0,120
891,C-3312-3043-A1,3043,Mur,12,17.75,113.875,25,3.5146604938271606,5,0,0,120
987,C-3312-3044-A1,3044,Mur,13,43.0,120.0,25,3.7037037037037037,5,0,0,120
988,C-3312-3045-A1,3045,Mur,13,43.0,120.0,55,3.7037037037037037,25,0,0,120
989,C-3312-3046-A1,3046,Mur,13,43.0,120.0,40,3.7037037037037037,15,0,0,120
990,C-3312-3047-A1,3047,Mur,13,35.375,120.0,25,3.7037037037037037,5,0,0,120
991,C-3312-3048-A1,3048,Mur,13,16.625,120.0,25,3.7037037037037037,5,0,0,120
992,C-3312-3049-A1,3049,Mur,13,43.0,120.0,70,3.7037037037037037,35,0,0,121
993,C-3312-3050-A1,3050,Mur,13,43.0,120.0,25,3.7037037037037037,5,0,0,121
892,C-3312-3052-A1,3052,Mur,12,10.5,120.0,25,3.7037037037037037,5,0,0,121
893,C-3312-3054-A1,3054,Mur,12,45.3125,120.0,85,3.7037037037037037,45,0,0,121
894,C-3312-3056-A1,3056,Mur,12,43.0,120.0,45,3.7037037037037037,10,0,0,121
895,C-3312-3057-A1,3057,Mur,12,26.5,120.0,40,3.7037037037037037,15,0,0,121
896,C-3312-3060-A1,3060,Mur,12,40.8125,120.0,45,3.7037037037037037,10,0,0,121
897,C-3312-3062-A1,3062,Mur,12,16.5,120.0,75,3.7037037037037037,30,0,0,122
898,C-3312-3063-A1,3063,Mur,12,43.0,120.0,60,3.7037037037037037,20,0,0,122
899,C-3312-3064-A1,3064,Mur,12,43.0,120.0,50,3.7037037037037037,15,0,0,122
994,C-3312-3067-A8,3067,Coin,13,33.75,120.0,45,3.7037037037037037,10,0,0,122
900,C-3312-3071-A1,3071,Mur,12,43.0,120.0,110,3.7037037037037037,25,0,0,122
901,C-3312-3072-A1,3072,Mur,12,43.0,120.0,110,3.7037037037037037,25,0,0,122
902,C-3312-3075-A1,3075,Mur,12,22.125,120.0,25,3.7037037037037037,5,0,0,122
903,C-3312-3077-A1,3077,Mur,12,22.25,120.0,25,3.7037037037037037,5,0,0,123
904,C-3312-3078-A8,3078,Coin,12,33.75,120.0,45,3.7037037037037037,10,0,0,123
995,C-3312-3081-A8,3081,Coin,13,33.75,120.0,45,3.7037037037037037,10,0,0,123
996,C-3312-3082-A8,3082,Coin,13,33.75,120.0,45,3.7037037037037037,10,0,0,123
997,C-3312-3083-A1,3083,Mur,13,17.0,120.0,40,3.7037037037037037,15,0,0,123
905,C-3312-3088-A8,3088,Coin,12,33.75,120.0,45,3.7037037037037037,10,0,0,123
906,C-3312-3089-A8,3089,Coin,12,33.75,120.0,45,3.7037037037037037,10,0,0,123
808,C-3312-3091-A49,3091,Retour,11,43.0,114.0,100,3.5185185185185186,5,0,0,124
809,C-3312-3092-A49,3092,Retour,11,43.0,114.0,100,3.5185185185185186,5,0,0,124
810,C-3312-3094-A1,3094,Mur,11,51.875,114.0,70,3.5185185185185186,35,0,0,124
811,C-3312-3096-A1,3096,Mur,11,5.375,114.0,25,3.5185185185185186,5,0,0,124
812,C-3312-3097-A49,3097,Retour,11,43.0,114.0,100,3.5185185185185186,5,0,0,124
813,C-3312-3099-A1,3099,Mur,11,12.0,114.0,40,3.5185185185185186,15,0,0,124
814,C-3312-3103-A49,3103,Retour,11,43.0,114.0,100,3.5185185185185186,5,0,0,124
815,C-3312-3104-A49,3104,Retour,11,43.0,114.0,100,3.5185185185185186,5,0,0,125
816,C-3312-3105-A1,3105,Mur,11,28.875,114.0,60,3.5185185185185186,20,0,0,125
817,C-3312-3106-A1,3106,Mur,11,43.0,114.0,75,3.5185185185185186,30,0,0,125
907,C-3312-3109-A1,3109,Mur,12,28.5,114.0,90,3.5185185185185186,40,0,0,125
908,C-3312-3110-A49,3110,Retour,12,43.0,114.0,100,3.5185185185185186,5,0,0,125
909,C-3312-3111-A49,3111,Retour,12,43.0,114.0,100,3.5185185185185186,5,0,0,125
910,C-3312-3113-A1,3113,Mur,12,28.5,114.0,60,3.5185185185185186,20,0,0,125
911,C-3312-3114-A49,3114,Retour,12,43.0,114.0,100,3.5185185185185186,5,0,0,126
818,C-3312-3115-A1,3115,Mur,11,16.8215,114.0,45,3.5185185185185186,10,0,0,126
819,C-3312-3116-A1,3116,Mur,11,19.875,114.0,75,3.5185185185185186,30,0,0,126
820,C-3312-3119-A1,3119,Mur,11,15.625,114.0,40,3.5185185185185186,15,0,0,126
821,C-3312-3120-A1,3120,Mur,11,43.0,114.0,45,3.5185185185185186,10,0,0,126
822,C-3312-3121-A1,3121,Mur,11,43.0,114.0,45,3.5185185185185186,10,0,0,126
823,C-3312-3122-A1,3122,Mur,11,43.0,114.0,45,3.5185185185185186,10,0,0,126
824,C-3312-3123-A1,3123,Mur,11,43.0,114.0,40,3.5185185185185186,15,0,0,127
825,C-3312-3126-A1,3126,Mur,11,20.8125,114.0,45,3.5185185185185186,10,0,0,127
826,C-3312-3127-A1,3127,Mur,11,43.0,114.0,55,3.5185185185185186,25,0,0,127
827,C-3312-3128-A1,3128,Mur,11,43.0,114.0,45,3.5185185185185186,10,0,0,127
828,C-3312-3129-A1,3129,Mur,11,43.0,114.0,45,3.5185185185185186,10,0,0,127
829,C-3312-3130-A1,3130,Mur,11,14.0625,114.0,60,3.5185185185185186,20,0,0,127
830,C-3312-3134-A1,3134,Mur,11,43.0,114.0,25,3.5185185185185186,5,0,0,127
831,C-3312-3137-A1,3137,Mur,11,43.0,114.0,40,3.5185185185185186,15,0,0,128
832,C-3312-3141-A1,3141,Mur,11,24.3125,114.0,55,3.5185185185185186,25,0,0,128
833,C-3312-3143-A1,3143,Mur,11,16.125,114.0,40,3.5185185185185186,15,0,0,128
834,C-3312-3144-A1,3144,Mur,11,20.75,114.0,25,3.5185185185185186,5,0,0,128
835,C-3312-3145-A1,3145,Mur,11,43.0,114.0,25,3.5185185185185186,5,0,0,128
836,C-3312-3146-A1,3146,Mur,11,43.0,114.0,70,3.5185185185185186,35,0,0,128
837,C-3312-3148-A1,3148,Mur,11,15.25,114.0,70,3.5185185185185186,35,0,0,128
838,C-3312-3150-A1,3150,Mur,11,43.0,114.0,85,3.5185185185185186,45,0,0,129
839,C-3312-3152-A1,3152,Mur,11,43.0,114.0,25,3.5185185185185186,5,0,0,129
840,C-3312-3153-A1,3153,Mur,11,43.0,114.0,25,3.5185185185185186,5,0,0,129
841,C-3312-3154-A1,3154,Mur,11,46.4375,114.0,55,3.5185185185185186,25,0,0,129
842,C-3312-3155-A1,3155,Mur,11,43.0,114.0,55,3.5185185185185186,25,0,0,129
843,C-3312-3156-A1,3156,Mur,11,35.4375,114.0,25,3.5185185185185186,5,0,0,129
998,C-3312-3160-A1,3160,Mur,13,43.0,150.0,55,4.62962962962963,25,0,0,129
999,C-3312-3161-A1,3161,Mur,13,43.0,150.0,40,4.62962962962963,15,0,0,130
1000,C-3312-3162-A1,3162,Mur,13,43.0,150.0,25,4.62962962962963,5,0,0,130
1034,C-3312-3166-A8,3166,Coin,14,33.75,120.0,45,3.7037037037037037,10,0,0,130
1035,C-3312-3169-A1,3169,Mur,14,43.0,150.0,55,4.62962962962963,25,0,0,130
1036,C-3312-3170-A1,3170,Mur,14,43.0,150.0,55,4.62962962962963,25,0,0,130
1037,C-3312-3171-A1,3171,Mur,14,43.0,150.0,40,4.62962962962963,15,0,0,130
1038,C-3312-3176-A1,3176,Mur,14,43.0,150.0,25,4.62962962962963,5,0,0,130
1039,C-3312-3181-A1,3181,Mur,14,43.0,150.0,40,4.62962962962963,15,0,0,131
1040,C-3312-3182-A1,3182,Mur,14,43.0,150.0,40,4.62962962962963,15,0,0,131
1041,C-3312-3183-A1,3183,Mur,14,32.75,150.0,25,4.62962962962963,5,0,0,131
1042,C-3312-3185-A1,3185,Mur,14,21.125,150.0,25,4.62962962962963,5,0,0,131
1043,C-3312-3186-A8,3186,Coin,14,33.75,120.0,45,3.7037037037037037,10,0,0,131
1044,C-3312-3187-A1,3187,Mur,14,37.1875,150.0,25,4.62962962962963,5,0,0,131
1045,C-3312-3187-A8,3187,Coin,14,33.75,120.0,45,3.7037037037037037,10,0,0,131
1046,C-3312-3200-A1,3200,Mur,14,43.0,150.0,85,4.62962962962963,45,0,0,132
1047,C-3312-3201-A1,3201,Mur,14,43.0,150.0,25,4.62962962962963,5,0,0,132
1048,C-3312-3208-A1,3208,Mur,14,15.6875,150.0,40,4.62962962962963,15,0,0,132
1049,C-3312-3213-A8,3213,Coin,14,33.75,120.0,45,3.7037037037037037,10,0,0,132
1050,C-3312-3220-A8,3220,Coin,14,33.75,120.0,45,3.7037037037037037,10,0,0,132
1051,C-3312-3221-A1,3221,Mur,14,28.875,150.0,25,4.62962962962963,5,0,0,132
1052,C-3312-3222-A1,3222,Mur,14,43.0,150.0,55,4.62962962962963,25,0,0,132
1053,C-3312-3223-A1,3223,Mur,14,43.0,150.0,55,4.62962962962963,25,0,0,133
1054,C-3312-3224-A8,3224,Coin,14,33.75,120.0,45,3.7037037037037037,10,0,0,133
1055,C-3312-3225-A1,3225,Mur,14,21.125,150.0,40,4.62962962962963,15,0,0,133
1056,C-3312-3233-A1,3233,Mur,14,43.0,114.0,25,3.5185185185185186,5,0,0,133
1057,C-3312-3234-A1,3234,Mur,14,43.0,114.0,25,3.5185185185185186,5,0,0,133
1058,C-3312-3235-A1,3235,Mur,14,43.0,114.0,40,3.5185185185185186,15,0,0,133
1059,C-3312-3236-A49,3236,Retour,14,43.0,114.0,100,3.5185185185185186,5,0,0,133
1060,C-3312-3237-A49,3237,Retour,14,43.0,114.0,100,3.5185185185185186,5,0,0,134
1061,C-3312-3238-A1,3238,Mur,14,43.0,114.0,25,3.5185185185185186,5,0,0,134
1062,C-3312-3239-A1,3239,Mur,14,43.0,114.0,25,3.5185185185185186,5,0,0,134
1063,C-3312-3240-A49,3240,Retour,14,43.0,114.0,100,3.5185185185185186,5,0,0,134
1064,C-3312-3241-A1,3241,Mur,14,32.5,114.0,25,3.5185185185185186,5,0,0,134
1065,C-3312-3241-A8,3241,Coin,14,33.75,120.0,45,3.7037037037037037,10,0,0,134
1066,C-3312-3242-A1,3242,Mur,14,27.375,114.0,40,3.5185185185185186,15,0,0,134
1067,C-3312-3244-A8,3244,Coin,14,33.75,120.0,45,3.7037037037037037,10,0,0,135
1068,C-3312-3245-A1,3245,Mur,14,43.0,114.0,25,3.5185185185185186,5,0,0,135
